estimator,min_score,mean_score,max_score,std_score,C,max_iter,penalty,solver,alpha,loss,kernel,criterion,max_features,n_estimators,learning_rate
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,400,elasticnet,,0.3,perceptron,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,300,l1,,0.9,log,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,400,elasticnet,,0.6,hinge,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,100,l1,,0.2,perceptron,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,200,elasticnet,,0.7,log,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,400,elasticnet,,0.7,hinge,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,300,elasticnet,,0.5,hinge,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,300,elasticnet,,0.8,perceptron,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,300,elasticnet,,0.7,hinge,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,400,elasticnet,,0.8,perceptron,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,400,elasticnet,,0.5,hinge,,,,,
SGDClassifier,0.0,0.22148967898909033,0.664469036967271,0.3132337079520347,,100,l1,,0.5,hinge,,,,,
SGDClassifier,0.0,0.22120363296833886,0.6636108989050166,0.3128291777900251,,100,l1,,0.1,modified_huber,,,,,
SGDClassifier,0.0,0.21333723490678982,0.3509492047203694,0.15295331074883092,,300,elasticnet,,0.7,modified_huber,,,,,
SGDClassifier,0.0,0.19418851878100638,0.5825655563430191,0.2746240369172417,,200,l1,,0.9,squared_hinge,,,,,
SGDClassifier,0.0,0.1854496997166005,0.3018242122719735,0.13254684678612888,,300,elasticnet,,0.6,modified_huber,,,,,
SGDClassifier,0.0,0.17059301380991068,0.5117790414297321,0.24125495377607642,,200,elasticnet,,0.8,modified_huber,,,,,
SGDClassifier,0.0,0.1271089271089271,0.38132678132678133,0.17975916861613792,,300,elasticnet,,0.2,hinge,,,,,
SGDClassifier,0.0,0.0977729494839761,0.2933188484519283,0.1382718311934585,,400,elasticnet,,0.7,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,1.0,perceptron,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.1,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.5,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.4,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.5,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.5,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,1.0,perceptron,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,elasticnet,,0.4,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.4,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.4,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.5,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.4,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.5,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.1,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.4,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.4,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.1,log,,,,,
SVC,0.0,0.0,0.0,0.0,0.01,,,,,,sigmoid,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.2,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.1,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.4,modified_huber,,,,,
SVC,0.0,0.0,0.0,0.0,0.01,,,,,,rbf,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.4,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,0.4,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.1,perceptron,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.4,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.2,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.4,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.1,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.4,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.4,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.3,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.5,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.7,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.7,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.7,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.3,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,0.7,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.7,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,elasticnet,,0.3,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.7,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.3,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,0.3,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.3,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.3,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.7,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.3,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.7,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,0.9,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.3,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.9,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.3,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.7,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.5,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,elasticnet,,0.7,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.7,perceptron,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.8,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.3,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,0.3,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.8,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,elasticnet,,0.8,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.7,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.8,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.8,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.8,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.8,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.8,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,0.8,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.8,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.8,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.3,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.7,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.9,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.9,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.9,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.9,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.5,perceptron,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.2,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.2,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,0.2,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,1.0,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,1.0,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.2,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,1.0,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,1.0,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,elasticnet,,0.2,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,elasticnet,,1.0,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,1.0,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.2,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,1.0,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,1.0,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.2,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,1.0,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,1.0,hinge,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.6,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.6,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,0.9,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.3,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,elasticnet,,0.9,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.9,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.6,perceptron,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,elasticnet,,0.9,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.9,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.6,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.9,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.6,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,elasticnet,,0.9,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.3,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,l1,,0.6,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,200,l1,,0.6,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.6,modified_huber,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,400,l1,,0.6,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,300,elasticnet,,0.6,log,,,,,
SGDClassifier,0.0,0.0,0.0,0.0,,100,l1,,0.4,log,,,,,
LogisticRegression,,,,,0.01,100,l1,newton-cg,,,,,,,
LogisticRegression,,,,,0.01,100,l1,lbfgs,,,,,,,
LogisticRegression,,,,,0.01,100,l1,sag,,,,,,,
LogisticRegression,,,,,0.01,200,l1,newton-cg,,,,,,,
LogisticRegression,,,,,0.01,200,l1,lbfgs,,,,,,,
LogisticRegression,,,,,0.01,200,l1,sag,,,,,,,
LogisticRegression,,,,,0.01,300,l1,newton-cg,,,,,,,
LogisticRegression,,,,,0.01,300,l1,lbfgs,,,,,,,
LogisticRegression,,,,,0.01,300,l1,sag,,,,,,,
LogisticRegression,,,,,0.01,400,l1,newton-cg,,,,,,,
LogisticRegression,,,,,0.01,400,l1,lbfgs,,,,,,,
LogisticRegression,,,,,0.01,400,l1,sag,,,,,,,
LogisticRegression,,,,,0.1,100,l1,newton-cg,,,,,,,
LogisticRegression,,,,,0.1,100,l1,lbfgs,,,,,,,
LogisticRegression,,,,,0.1,100,l1,sag,,,,,,,
LogisticRegression,,,,,0.1,200,l1,newton-cg,,,,,,,
LogisticRegression,,,,,0.1,200,l1,lbfgs,,,,,,,
LogisticRegression,,,,,0.1,200,l1,sag,,,,,,,
LogisticRegression,,,,,0.1,300,l1,newton-cg,,,,,,,
LogisticRegression,,,,,0.1,300,l1,lbfgs,,,,,,,
LogisticRegression,,,,,0.1,300,l1,sag,,,,,,,
LogisticRegression,,,,,0.1,400,l1,newton-cg,,,,,,,
LogisticRegression,,,,,0.1,400,l1,lbfgs,,,,,,,
LogisticRegression,,,,,0.1,400,l1,sag,,,,,,,
LogisticRegression,,,,,1,100,l1,newton-cg,,,,,,,
LogisticRegression,,,,,1,100,l1,lbfgs,,,,,,,
LogisticRegression,,,,,1,100,l1,sag,,,,,,,
LogisticRegression,,,,,1,200,l1,newton-cg,,,,,,,
LogisticRegression,,,,,1,200,l1,lbfgs,,,,,,,
LogisticRegression,,,,,1,200,l1,sag,,,,,,,
LogisticRegression,,,,,1,300,l1,newton-cg,,,,,,,
LogisticRegression,,,,,1,300,l1,lbfgs,,,,,,,
LogisticRegression,,,,,1,300,l1,sag,,,,,,,
LogisticRegression,,,,,1,400,l1,newton-cg,,,,,,,
LogisticRegression,,,,,1,400,l1,lbfgs,,,,,,,
LogisticRegression,,,,,1,400,l1,sag,,,,,,,
LogisticRegression,,,,,10,100,l1,newton-cg,,,,,,,
LogisticRegression,,,,,10,100,l1,lbfgs,,,,,,,
LogisticRegression,,,,,10,100,l1,sag,,,,,,,
LogisticRegression,,,,,10,200,l1,newton-cg,,,,,,,
LogisticRegression,,,,,10,200,l1,lbfgs,,,,,,,
LogisticRegression,,,,,10,200,l1,sag,,,,,,,
LogisticRegression,,,,,10,300,l1,newton-cg,,,,,,,
LogisticRegression,,,,,10,300,l1,lbfgs,,,,,,,
LogisticRegression,,,,,10,300,l1,sag,,,,,,,
LogisticRegression,,,,,10,400,l1,newton-cg,,,,,,,
LogisticRegression,,,,,10,400,l1,lbfgs,,,,,,,
LogisticRegression,,,,,10,400,l1,sag,,,,,,,
